avgLineLength,stdDevLineLength,maxDecisionTokens,numLiteralsDensity,nestingDepth,maxDepthASTNode,branchingFactor,avgParams,stdDevNumParams,avgFunctionLength,avgIdentifierLength,nttf_Module,nttf_FunctionDef,nttf_Assign,nttf_For,nttf_Expr,nttf_arguments,nttf_Name,nttf_Call,nttf_List,nttf_Subscript,nttf_Attribute,nttf_Tuple,nttf_ListComp,nttf_comprehension,ntad_Module,ntad_FunctionDef,ntad_Assign,ntad_For,ntad_Expr,ntad_arguments,ntad_Name,ntad_Call,ntad_List,ntad_Subscript,ntad_Attribute,ntad_Tuple,ntad_ListComp,ntad_comprehension,numKeywordsDensity,def_Density,for_Density,in_Density,sloc,numVariablesDensity,numFunctionsDensity,numInputStmtsDensity,numAssignmentStmtDensity,numFunctionCallsDensity,numStatementsDensity,numClassesDensity,cyclomaticComplexity,maintainabilityIndex,ntad_DictComp,nttf_keyword,nttf_Set,nttf_ClassDef,nttf_ExceptHandler,while_Density,nttf_Starred,yield_Density,elif_Density,break_Density,nttf_While,nttf_BoolOp,nttf_Compare,class_Density,nttf_SetComp,ntad_Return,nttf_JoinedStr,nttf_UnaryOp,from_Density,nttf_Import,True_Density,nttf_FormattedValue,nttf_IfExp,is_Density,ntad_ImportFrom,ntad_Starred,ntad_Try,ntad_UnaryOp,ntad_While,pass_Density,ntad_ExceptHandler,nttf_Return,nttf_Yield,ntad_BoolOp,nttf_DictComp,import_Density,try_Density,nttf_ImportFrom,None_Density,except_Density,ntad_JoinedStr,nttf_Try,nttf_Lambda,ntad_Lambda,ntad_Compare,ntad_IfExp,nttf_arg,ntad_arg,ntad_Import,return_Density,ntad_Delete,nttf_If,ntad_GeneratorExp,nttf_GeneratorExp,not_Density,continue_Density,global_Density,ntad_ClassDef,ntad_SetComp,ntad_Yield,ntad_If,nttf_BinOp,nttf_AugAssign,ntad_FormattedValue,ntad_Dict,ntad_Set,else_Density,and_Density,if_Density,ntad_Slice,ntad_keyword,nttf_Slice,or_Density,nttf_Delete,nttf_Dict,False_Density,del_Density,lambda_Density,as_Density,ntad_AugAssign,ntad_BinOp,filename,label
24.7,16.0,6,0.29,2,10,1.67,2.0,0,8.0,4.89,1,1,8,2,5,1,49,20,1,6,4,1,1,1,0.0,1.0,2.25,1.5,2.4,2.0,5.04,3.95,2.0,5.67,5.25,4.0,5.0,6.0,0.59,0.06,0.18,0.18,17,0.35,0.06,0.18,0.47,1.18,1.0,0.0,5,67.7451719500489,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.06,0,1,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,ai_CHEFHAM_2.py,1
25.25,13.3,6,0.5,1,9,1.59,0.0,0,0.0,3.67,1,0,2,1,1,0,13,9,0,0,3,0,0,0,0.0,0,1.5,1.0,2.0,0,4.54,3.89,0,0,5.67,0,0,0,0.5,0,0.25,0.25,4,0.5,0.0,0.25,0.5,2.25,1.0,0.0,2,78.58737599248319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,human_LUCKY5_2.py,0
27.1,13.49,31,1.33,6,13,1.99,0.0,0,0.0,3.17,1,0,9,2,2,0,66,10,0,18,1,0,0,0,0.0,0,3.56,1.5,3.0,0,7.06,3.3,0,6.83,6.0,0,0,0,0.95,0,0.1,0.1,21,0.19,0.0,0.1,0.43,0.48,0.95,0.0,15,49.65671760180217,0,0,0,0,0,0,0,0,0.14,0.05,0,5,11,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,5.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,5.91,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3.67,20,0,0,0,0,0.05,0.29,0.14,0,0,0,0,0,0,0.05,0,0,0,0,7.9,ai_LEXOPAL_1.py,1
31.74,14.49,17,1.23,4,10,1.85,2.0,0,13.0,3.52,1,1,13,3,3,1,74,26,4,4,5,4,1,1,0.0,1.0,2.69,2.0,2.0,2.0,5.7,4.85,3.25,5.25,6.6,4.25,3.0,4.0,0.68,0.05,0.18,0.18,22,0.36,0.05,0.18,0.59,1.18,1.0,0.0,10,52.477601021291306,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.0,7,0,0,0,0,0.05,0.09,0.14,0,0,0,0,0,0,0,0,0,0,0,7.43,ai_KCHESS_2.py,1
18.39,6.13,11,0.35,3,8,1.73,1.0,0,7.0,2.44,1,1,9,4,1,1,44,12,0,4,2,0,0,0,0.0,1.0,2.44,2.0,2.0,2.0,4.48,3.42,0,5.0,5.0,0,0,0,0.7,0.04,0.17,0.22,23,0.3,0.04,0.09,0.39,0.52,0.91,0.0,7,55.814192929785065,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0.09,0,2,0,0,0,0,0,0,0,0,2.5,3,2,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,4.0,4.33,human_WCOUNT_1.py,0
16.0,9.86,6,0.29,4,9,1.66,0.0,0,0.0,3.19,1,0,6,1,3,0,35,15,1,1,6,2,1,1,0.0,0,1.5,1.0,4.0,0,4.43,3.87,3.0,5.0,5.0,2.5,2.0,3.0,0.57,0,0.14,0.14,14,0.29,0.0,0.21,0.43,1.07,1.0,0.0,6,62.657831530228236,0,0,0,0,0,0,0,0,0.14,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,6.0,human_ROTATION_2.py,0
17.58,6.46,6,0.21,4,8,1.62,0.0,0,0.0,2.47,1,0,5,4,5,0,33,14,1,0,3,1,0,0,0.0,0,1.4,1.5,3.2,0,3.79,3.36,2.0,0,4.0,2.0,0,0,0.74,0,0.21,0.26,19,0.21,0.0,0.16,0.26,0.74,0.89,0.0,8,62.69265619322999,0,0,0,0,0,0,0,0,0,0.05,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,human_LUCKYSTR_1.py,0
20.44,7.36,10,0.5,3,8,1.75,0.0,0,0.0,2.24,1,0,7,2,2,0,40,14,0,0,3,1,0,0,0.0,0,2.43,1.5,3.0,0,4.42,3.57,0,0,4.33,3.0,0,0,0.44,0,0.11,0.11,18,0.28,0.0,0.17,0.39,0.78,0.89,0.0,5,58.5428090149406,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,2,3,0,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,3.67,4.5,ai_CHEFPTNT_1.py,1
20.82,7.55,11,0.45,2,9,1.65,0.0,0,0.0,3.0,1,0,4,2,2,0,28,15,0,3,1,0,0,0,0.0,0,2.25,1.5,3.0,0,4.46,3.8,0,4.33,6.0,0,0,0,0.73,0,0.18,0.18,11,0.36,0.0,0.27,0.36,1.36,0.91,0.0,4,69.74307257140197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.09,0,0,0,0,0,1.0,0,0,5.0,0,0,0,0,0,0,0,0.09,0,1,0,0,0,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,human_RD19_2.py,0
20.0,5.59,11,0.73,3,8,1.8,0.0,0,0.0,3.0,1,0,6,2,2,0,33,12,0,2,1,2,0,0,0.0,0,2.5,1.5,2.5,0,4.55,3.5,0,5.0,4.0,3.0,0,0,0.53,0,0.13,0.13,15,0.27,0.0,0.13,0.4,0.8,0.93,0.0,5,61.0003297827835,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0.07,0,0,0,0,2.5,3,1,0,0,0,0.07,0,0.13,0,0,0,0,0,0,0,0,0,0,4.0,4.67,human_CHEFSIGN_2.py,0
35.96,28.93,13,0.41,6,15,1.7,2.0,0,13.0,3.58,1,1,10,4,3,5,93,33,1,11,2,3,3,3,0.0,1.0,3.6,2.5,2.0,9.2,7.78,6.39,2.0,10.09,4.5,3.67,8.0,9.0,1.05,0.05,0.32,0.32,22,0.32,0.05,0.14,0.45,1.5,1.0,0.0,10,54.61618417350846,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.05,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.05,0,1,0,0,0,0,4,10.0,10.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.5,2,1,0,0,0,0,0,0.09,11.5,0,2,0,0,0,0,0,0.18,0,7.0,12.5,ai_CAOS1_1.py,1
25.37,15.93,8,0.67,2,9,1.78,3.0,0,7.0,3.71,1,1,3,2,3,1,44,16,1,2,2,1,0,0,0.0,1.0,1.67,1.5,3.0,2.0,4.7,3.81,3.0,5.0,5.0,3.0,0,0,1.0,0.06,0.11,0.11,18,0.11,0.06,0.17,0.17,0.89,0.94,0.0,9,56.29412185046021,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2.75,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,4,0,3.0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0.22,0,4,0,0,0,0,0,0,0,0,2.0,6,0,0,0,0,0.06,0.06,0.22,0,0,0,0.06,0,0,0.06,0,0,0,0,5.33,ai_A1_1.py,1
20.54,11.07,6,0.17,3,9,1.59,0.0,0,10.0,3.19,1,1,5,1,3,0,28,15,0,0,2,1,0,0,0.0,1.0,2.2,2.0,3.0,0,4.5,4.13,0,0,5.5,3.0,0,0,0.42,0.08,0.08,0.08,12,0.33,0.08,0.25,0.42,1.25,0.92,0.0,3,69.05325718705576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,ai_DEVARRAY_1.py,1
25.6,16.74,6,0.29,1,11,1.84,3.0,0,9.0,3.08,1,1,7,1,1,1,52,10,0,0,3,1,0,0,0.0,1.0,1.86,1.0,2.0,2.0,5.04,4.0,0,0,5.33,3.0,0,0,0.29,0.07,0.07,0.07,14,0.21,0.07,0.14,0.5,0.71,1.0,0.0,2,56.733983212769814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.23,ai_THREEDIF_2.py,1
18.79,14.25,14,1.0,3,11,1.94,1.67,0.58,3.67,2.9,1,3,13,3,1,3,74,11,2,10,0,0,0,0,0.0,1.0,1.69,1.0,2.0,2.0,4.73,3.09,3.0,4.2,0,0,0,0,0.61,0.11,0.11,0.11,28,0.29,0.11,0.07,0.46,0.39,1.0,0.0,8,47.577303395177516,0,0,0,0,0,0.04,0,0,0,0,1,1,3,0,0,2.25,0,2,0,0,0,0,0,0,0,0,0,3.0,2.0,0,0,4,0,3.0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0.14,0,2,0,0,0,0,0,0,0,0,2.5,32,1,0,0,0,0,0,0.07,0,0,0,0.04,0,0,0,0,0,0,3.0,4.38,ai_MCHAIRS_2.py,1
22.72,19.99,41,2.07,3,8,2.02,0.0,0,0.0,3.17,1,0,5,3,4,0,39,13,1,13,1,0,0,0,0.0,0,2.2,1.67,3.5,0,5.1,3.77,3.0,5.38,5.0,0,0,0,1.2,0,0.2,0.2,15,0.27,0.0,0.07,0.33,0.87,0.93,0.0,15,55.39068780037592,0,0,0,0,0,0,0,0,0.07,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,2,0,0,0,0,0.07,0.6,0.07,0,0,0,0,0,0,0,0,0,0,0,4.0,human_EMITL_2.py,0
25.0,11.31,6,0.5,1,8,1.68,0.0,0,0.0,3.0,1,0,3,1,1,0,17,9,0,0,3,1,0,0,0.0,0,1.67,1.0,2.0,0,4.06,3.44,0,0,5.0,3.0,0,0,0.5,0,0.17,0.17,6,0.33,0.0,0.33,0.5,1.5,1.0,0.0,2,72.73400286273859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,ai_CHDOGS_1.py,1
15.06,11.97,11,0.62,1,8,1.83,3.0,0,6.0,2.47,1,1,7,1,1,1,46,13,0,0,2,3,0,0,0.0,1.0,1.86,1.0,1.0,2.0,4.67,3.85,0,0,4.5,3.0,0,0,0.38,0.08,0.08,0.08,13,0.38,0.08,0.15,0.54,1.0,1.0,0.0,2,58.638009777943815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.08,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.19,human_PCJ18C_2.py,0
19.72,14.88,11,0.54,2,9,1.73,0.0,0,0.0,3.6,1,0,6,3,3,0,37,16,2,4,4,0,0,0,0.0,0,2.17,1.67,2.33,0,4.81,3.81,3.0,5.75,5.0,0,0,0,0.54,0,0.23,0.23,13,0.31,0.0,0.23,0.46,1.23,1.0,0.0,4,61.90862874635699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,human_CUTPIZ_1.py,0
24.43,7.72,8,0.36,3,9,1.65,0.0,0,0.0,2.6,1,0,6,3,2,0,38,18,0,2,2,1,0,0,0.0,0,2.17,2.0,4.0,0,4.58,4.06,0,4.5,6.0,4.0,0,0,0.57,0,0.21,0.21,14,0.36,0.0,0.36,0.43,1.29,0.93,0.0,5,62.99533000181719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2,1,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,4.0,5.0,ai_MINIAND_1.py,1
27.33,13.06,11,0.33,3,10,1.72,0.0,0,0.0,3.1,1,0,8,4,4,0,63,23,2,4,5,8,0,0,0.0,0,2.38,1.75,2.5,0,4.78,4.22,4.0,4.5,5.6,3.0,0,0,0.5,0,0.22,0.22,18,0.17,0.0,0.22,0.44,1.28,1.06,0.0,6,58.44333037823197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3,2,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,3.0,4.67,human_FASTFOOD_1.py,0
169.25,409.37,11,15.5,3,9,4.36,0.0,0,0.0,3.0,1,0,3,2,1,0,21,7,1,0,1,1,1,1,0.0,0,1.67,1.5,2.0,0,4.43,4.0,2.0,0,6.0,3.0,3.0,4.0,1.0,0,0.38,0.38,8,0.25,0.0,0.25,0.38,0.88,1.0,0.0,6,68.16245033196564,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,4.0,0,human_SDSQUARE_1.py,0
19.08,9.41,20,0.57,3,9,1.77,1.0,0,5.0,2.22,1,1,10,5,3,1,65,18,2,8,4,0,0,0,0.0,1.0,1.8,1.4,1.67,2.0,4.58,3.44,2.0,5.38,4.25,0,0,0,0.83,0.04,0.22,0.22,23,0.3,0.04,0.09,0.43,0.78,1.17,0.0,13,50.61087333383295,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,0.04,0,4,0,0,0,0,0,0,0,0,2.75,1,3,0,0,0,0,0.13,0.17,4.0,0,1,0,0,0,0,0,0,0,4.0,4.0,human_GARGOYLE_2.py,0
17.3,7.71,8,0.63,4,9,1.77,0.0,0,0.0,2.35,1,0,8,3,2,0,36,12,0,1,1,0,0,0,0.0,0,2.5,2.0,3.0,0,4.47,3.67,0,6.0,6.0,0,0,0,0.58,0,0.16,0.16,19,0.37,0.0,0.11,0.42,0.63,0.95,0.0,7,57.76158738653214,0,0,0,0,0,0,0,0,0,0.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3.0,3,1,0,0,0,0.05,0,0.16,0,0,0,0,0,0,0,0,0,0,5.0,4.67,human_CHEFSETC_1.py,0
31.16,12.71,10,0.7,8,14,1.9,2.0,0,28.0,4.82,1,1,15,4,3,1,99,19,2,17,2,2,0,0,0.0,1.0,3.07,2.5,2.0,2.0,6.74,3.84,3.5,7.29,5.0,4.0,0,0,0.43,0.03,0.11,0.11,37,0.3,0.03,0.11,0.41,0.51,0.97,0.0,10,45.44248419057218,0,0,0,0,0,0,0,0,0.08,0.03,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6.2,20,7,0,0,0,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,8.0,8.0,ai_MAXSCRAB_1.py,1
22.11,14.88,23,0.78,3,9,1.76,0.0,0,0.0,2.6,1,0,2,1,3,0,22,9,0,0,1,1,0,0,0.0,0,1.5,1.0,3.67,0,4.77,3.78,0,0,5.0,3.0,0,0,0.89,0,0.11,0.11,9,0.11,0.0,0.22,0.22,1.0,0.89,0.0,7,63.8780937321271,0,0,0,0,0,0,0,0,0.11,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0.11,0.22,0.11,0,0,0,0.11,0,0,0,0,0,0,0,7.0,ai_NUMCOMP_2.py,1
14.41,11.25,13,0.57,2,7,1.82,4.0,0,11.0,3.0,1,1,5,2,4,1,53,14,2,7,2,0,0,0,0.0,1.0,1.2,1.0,2.5,2.0,4.32,3.36,2.0,4.43,4.0,0,0,0,0.83,0.04,0.09,0.09,23,0.22,0.04,0.09,0.22,0.61,0.91,0.0,9,53.017341782416636,0,0,0,0,0,0.04,0,0,0,0,1,1,5,0,0,3.0,0,4,0,0,0.04,0,0,0,0,0,0,5.5,1.0,0,0,4,0,3.0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0.17,0,4,0,0,0,0,0,0,0,0,2.0,5,0,0,0,0,0.09,0.04,0.17,0,0,0,0,0,0,0.04,0,0,0,0,3.8,human_AMIFIB_2.py,0
22.5,24.07,6,0.58,3,13,1.74,0.0,0,9.0,2.93,1,1,6,2,3,0,39,15,0,2,2,0,0,0,0.0,1.0,2.67,2.5,2.33,0,6.72,5.0,0,9.5,6.0,0,0,0,0.42,0.08,0.17,0.17,12,0.42,0.08,0.25,0.5,1.25,1.0,0.0,3,60.7531219018546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,ai_SETDIFF_1.py,1
18.61,12.97,14,0.92,3,9,1.91,0.0,0,0.0,2.85,1,0,14,1,3,0,63,11,1,6,2,1,0,0,0.0,0,2.36,1.0,2.67,0,4.7,3.27,3.0,5.17,4.5,3.0,0,0,0.44,0,0.04,0.04,25,0.32,0.0,0.12,0.56,0.44,0.88,0.0,8,49.67274711253924,0,0,0,0,0,0,0,0,0.04,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.25,21,0,0,0,0,0.12,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,4.52,human_TRIANGCL_1.py,0
18.67,10.83,10,0.17,2,8,1.64,0.0,0,0.0,2.85,1,0,6,1,3,0,33,15,0,1,6,1,0,0,0.0,0,1.5,1.0,1.0,0,3.94,3.27,0,5.0,4.0,2.0,0,0,0.42,0,0.08,0.08,12,0.33,0.0,0.25,0.5,1.25,1.0,0.0,4,64.48181755673244,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0.08,0,0,0,0,0,0,0,0,4.0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,4.0,human_UWCOI21B_1.py,0
37.28,27.47,53,1.06,6,13,1.9,0.0,0,0.0,3.29,1,0,6,3,1,0,54,15,0,12,4,1,1,1,0.0,0,3.33,2.0,2.0,0,6.89,4.27,0,8.33,5.5,3.0,3.0,4.0,1.56,0,0.22,0.22,18,0.17,0.0,0.17,0.33,0.83,1.0,0.0,17,52.665111759132536,0,0,0,0,0,0,0,0,0.06,0.17,0,3,10,0,0,0,0,1,0,0,0.06,0,1,0,0,0,0,4.0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,7.1,4.0,0,0,0,0,0,5,0,0,0.06,0,0,0,0,0,4.6,7,0,0,0,0,0.06,0.11,0.28,0,0,0,0.22,0,0,0.11,0,0,0,0,9.43,ai_RESERVOI_1.py,1
18.69,11.84,13,0.75,2,9,1.76,0.0,0,7.0,2.93,1,1,6,2,3,0,30,13,0,2,2,0,0,0,0.0,1.0,1.83,1.5,2.0,0,4.37,3.46,0,4.5,5.0,0,0,0,0.42,0.08,0.17,0.17,12,0.42,0.08,0.25,0.5,1.08,1.0,0.0,3,61.47122829918183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,ai_RGAME_2.py,1
21.87,10.82,25,0.44,6,13,1.75,0.0,0,0.0,2.56,1,0,16,16,13,0,125,37,8,23,10,1,0,0,0.0,0,2.62,2.69,4.54,0,5.84,4.51,3.75,8.17,6.4,3.0,0,0,0.8,0,0.3,0.3,54,0.22,0.0,0.06,0.3,0.69,0.96,0.0,26,42.94121161721983,0,2,0,0,0,0,0,0,0.02,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,5.89,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4.17,0,1,0,0,0,0.04,0.04,0.09,0,7.0,0,0.02,0,0,0,0,0,0,4.0,0,human_ORMATRIX_2.py,0
24.86,16.88,9,1.1,5,10,1.94,3.0,0,13.0,3.23,1,1,7,3,2,1,57,10,2,4,1,1,0,0,0.0,1.0,1.71,1.67,2.0,2.0,5.44,3.1,3.0,7.0,4.0,3.0,0,0,1.05,0.05,0.15,0.3,20,0.3,0.05,0.1,0.35,0.5,1.2,0.0,14,50.07530280843541,0,0,0,0,0,0.05,0,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.8,3,5,0,0,0,0.05,0.2,0.25,0,0,0,0,0,0,0,0,0,0,5.4,6.0,human_ONOZ_2.py,0
25.0,13.6,6,0.17,2,10,1.67,3.0,0,4.0,3.56,1,1,6,2,3,1,41,15,1,1,2,3,1,1,0.0,1.0,1.83,1.5,2.0,2.0,4.56,3.6,2.0,4.0,4.5,3.67,5.0,6.0,0.58,0.08,0.25,0.25,12,0.33,0.08,0.25,0.5,1.25,1.0,0.0,4,67.58413206219534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,ai_C2_2.py,1
20.27,9.32,12,0.57,4,9,1.77,0.0,0,0.0,3.36,1,0,8,1,1,0,31,8,0,0,2,1,0,0,0.0,0,2.75,1.0,2.0,0,4.61,3.62,0,0,6.0,3.0,0,0,0.43,0,0.07,0.07,14,0.36,0.0,0.14,0.57,0.57,1.0,0.0,5,60.02205405915603,0,0,0,0,0,0,0,0,0.07,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,3.0,7,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,4.43,human_SPSUM_1.py,0
